analysis_snapshot_id,factor,case_id,independent_group,suite,task_id,task_description,init_state_id,query_idx,phase,candidates,outcome_heterogeneous,maxv_success,oracle_success,success_rescue,success_harm_possible,maxv_utility,oracle_utility,utility_rescue,source_run,source_path,campaign,all_candidates_fail,all_candidates_succeed
counterfactual_feedback_p1_p2_20260826__object_snapshots::libero_object_object__task0__init2__rollout0__query4,Object,pro_object__object,Object|libero_object_object|0|2,libero_object_object,0,pick the alphabet soup and place it in the basket,2,4,transport,4,False,True,True,False,False,3.0,3.0,False,counterfactual_feedback_p1_p2_20260826__object_snapshots,/mnt/d/projects/ysda/ysda_word_models_pp/experiments/campaigns/counterfactual_feedback_dense_relabel_20260827/runs/counterfactual_feedback_p1_p2_20260826__object_snapshots__candidate_outcomes.parquet,counterfactual_feedback_dense_relabel_20260827,False,True
counterfactual_feedback_p1_p2_20260826__object_snapshots::libero_object_object__task0__init2__rollout1__query0,Object,pro_object__object,Object|libero_object_object|0|2,libero_object_object,0,pick the alphabet soup and place it in the basket,2,0,approach,4,False,True,True,False,False,3.0,3.0,False,counterfactual_feedback_p1_p2_20260826__object_snapshots,/mnt/d/projects/ysda/ysda_word_models_pp/experiments/campaigns/counterfactual_feedback_dense_relabel_20260827/runs/counterfactual_feedback_p1_p2_20260826__object_snapshots__candidate_outcomes.parquet,counterfactual_feedback_dense_relabel_20260827,False,True
counterfactual_feedback_p1_p2_20260826__object_snapshots::libero_object_object__task0__init2__rollout1__query4,Object,pro_object__object,Object|libero_object_object|0|2,libero_object_object,0,pick the alphabet soup and place it in the basket,2,4,transport,4,True,True,True,False,True,3.0,3.0,False,counterfactual_feedback_p1_p2_20260826__object_snapshots,/mnt/d/projects/ysda/ysda_word_models_pp/experiments/campaigns/counterfactual_feedback_dense_relabel_20260827/runs/counterfactual_feedback_p1_p2_20260826__object_snapshots__candidate_outcomes.parquet,counterfactual_feedback_dense_relabel_20260827,False,False
counterfactual_feedback_p1_p2_20260826__object_snapshots::libero_object_object__task0__init4__rollout1__query0,Object,pro_object__object,Object|libero_object_object|0|4,libero_object_object,0,pick the alphabet soup and place it in the basket,4,0,approach,4,False,True,True,False,False,3.0,3.0,False,counterfactual_feedback_p1_p2_20260826__object_snapshots,/mnt/d/projects/ysda/ysda_word_models_pp/experiments/campaigns/counterfactual_feedback_dense_relabel_20260827/runs/counterfactual_feedback_p1_p2_20260826__object_snapshots__candidate_outcomes.parquet,counterfactual_feedback_dense_relabel_20260827,False,True
counterfactual_feedback_p1_p2_20260826__object_snapshots::libero_object_object__task0__init5__rollout0__query0,Object,pro_object__object,Object|libero_object_object|0|5,libero_object_object,0,pick the alphabet soup and place it in the basket,5,0,approach,4,False,True,True,False,False,3.0,3.0,False,counterfactual_feedback_p1_p2_20260826__object_snapshots,/mnt/d/projects/ysda/ysda_word_models_pp/experiments/campaigns/counterfactual_feedback_dense_relabel_20260827/runs/counterfactual_feedback_p1_p2_20260826__object_snapshots__candidate_outcomes.parquet,counterfactual_feedback_dense_relabel_20260827,False,True
counterfactual_feedback_p1_p2_20260826__object_snapshots::libero_object_object__task0__init5__rollout1__query0,Object,pro_object__object,Object|libero_object_object|0|5,libero_object_object,0,pick the alphabet soup and place it in the basket,5,0,approach,4,True,False,True,True,False,0.0,3.0,True,counterfactual_feedback_p1_p2_20260826__object_snapshots,/mnt/d/projects/ysda/ysda_word_models_pp/experiments/campaigns/counterfactual_feedback_dense_relabel_20260827/runs/counterfactual_feedback_p1_p2_20260826__object_snapshots__candidate_outcomes.parquet,counterfactual_feedback_dense_relabel_20260827,False,False
counterfactual_feedback_p1_p2_20260826__object_snapshots::libero_object_object__task0__init6__rollout1__query3,Object,pro_object__object,Object|libero_object_object|0|6,libero_object_object,0,pick the alphabet soup and place it in the basket,6,3,grasp,4,True,True,True,False,True,3.0,3.0,False,counterfactual_feedback_p1_p2_20260826__object_snapshots,/mnt/d/projects/ysda/ysda_word_models_pp/experiments/campaigns/counterfactual_feedback_dense_relabel_20260827/runs/counterfactual_feedback_p1_p2_20260826__object_snapshots__candidate_outcomes.parquet,counterfactual_feedback_dense_relabel_20260827,False,False
counterfactual_feedback_p1_p2_20260826__object_snapshots::libero_object_object__task0__init8__rollout0__query0,Object,pro_object__object,Object|libero_object_object|0|8,libero_object_object,0,pick the alphabet soup and place it in the basket,8,0,approach,4,True,True,True,False,True,3.0,3.0,False,counterfactual_feedback_p1_p2_20260826__object_snapshots,/mnt/d/projects/ysda/ysda_word_models_pp/experiments/campaigns/counterfactual_feedback_dense_relabel_20260827/runs/counterfactual_feedback_p1_p2_20260826__object_snapshots__candidate_outcomes.parquet,counterfactual_feedback_dense_relabel_20260827,False,False
counterfactual_feedback_p1_p2_20260826__object_snapshots::libero_object_object__task0__init8__rollout0__query3,Object,pro_object__object,Object|libero_object_object|0|8,libero_object_object,0,pick the alphabet soup and place it in the basket,8,3,grasp,4,True,False,True,True,False,0.0,3.0,True,counterfactual_feedback_p1_p2_20260826__object_snapshots,/mnt/d/projects/ysda/ysda_word_models_pp/experiments/campaigns/counterfactual_feedback_dense_relabel_20260827/runs/counterfactual_feedback_p1_p2_20260826__object_snapshots__candidate_outcomes.parquet,counterfactual_feedback_dense_relabel_20260827,False,False
counterfactual_feedback_p1_p2_20260826__object_snapshots::libero_object_object__task1__init1__rollout1__query5,Object,pro_object__object,Object|libero_object_object|1|1,libero_object_object,1,pick the cream cheese and place it in the basket,1,5,transport,4,False,True,True,False,False,3.0,3.0,False,counterfactual_feedback_p1_p2_20260826__object_snapshots,/mnt/d/projects/ysda/ysda_word_models_pp/experiments/campaigns/counterfactual_feedback_dense_relabel_20260827/runs/counterfactual_feedback_p1_p2_20260826__object_snapshots__candidate_outcomes.parquet,counterfactual_feedback_dense_relabel_20260827,False,True
counterfactual_feedback_p1_p2_20260826__object_snapshots::libero_object_object__task1__init2__rollout0__query0,Object,pro_object__object,Object|libero_object_object|1|2,libero_object_object,1,pick the cream cheese and place it in the basket,2,0,approach,4,False,True,True,False,False,3.0,3.0,False,counterfactual_feedback_p1_p2_20260826__object_snapshots,/mnt/d/projects/ysda/ysda_word_models_pp/experiments/campaigns/counterfactual_feedback_dense_relabel_20260827/runs/counterfactual_feedback_p1_p2_20260826__object_snapshots__candidate_outcomes.parquet,counterfactual_feedback_dense_relabel_20260827,False,True
counterfactual_feedback_p1_p2_20260826__object_snapshots::libero_object_object__task1__init2__rollout1__query3,Object,pro_object__object,Object|libero_object_object|1|2,libero_object_object,1,pick the cream cheese and place it in the basket,2,3,grasp,4,False,True,True,False,False,3.0,3.0,False,counterfactual_feedback_p1_p2_20260826__object_snapshots,/mnt/d/projects/ysda/ysda_word_models_pp/experiments/campaigns/counterfactual_feedback_dense_relabel_20260827/runs/counterfactual_feedback_p1_p2_20260826__object_snapshots__candidate_outcomes.parquet,counterfactual_feedback_dense_relabel_20260827,False,True
counterfactual_feedback_p1_p2_20260826__object_snapshots::libero_object_object__task1__init3__rollout0__query4,Object,pro_object__object,Object|libero_object_object|1|3,libero_object_object,1,pick the cream cheese and place it in the basket,3,4,transport,4,False,True,True,False,False,3.0,3.0,False,counterfactual_feedback_p1_p2_20260826__object_snapshots,/mnt/d/projects/ysda/ysda_word_models_pp/experiments/campaigns/counterfactual_feedback_dense_relabel_20260827/runs/counterfactual_feedback_p1_p2_20260826__object_snapshots__candidate_outcomes.parquet,counterfactual_feedback_dense_relabel_20260827,False,True
counterfactual_feedback_p1_p2_20260826__object_snapshots::libero_object_object__task1__init4__rollout0__query3,Object,pro_object__object,Object|libero_object_object|1|4,libero_object_object,1,pick the cream cheese and place it in the basket,4,3,grasp,4,False,True,True,False,False,3.0,3.0,False,counterfactual_feedback_p1_p2_20260826__object_snapshots,/mnt/d/projects/ysda/ysda_word_models_pp/experiments/campaigns/counterfactual_feedback_dense_relabel_20260827/runs/counterfactual_feedback_p1_p2_20260826__object_snapshots__candidate_outcomes.parquet,counterfactual_feedback_dense_relabel_20260827,False,True
counterfactual_feedback_p1_p2_20260826__object_snapshots::libero_object_object__task1__init5__rollout0__query6,Object,pro_object__object,Object|libero_object_object|1|5,libero_object_object,1,pick the cream cheese and place it in the basket,5,6,transport,4,False,True,True,False,False,3.0,3.0,False,counterfactual_feedback_p1_p2_20260826__object_snapshots,/mnt/d/projects/ysda/ysda_word_models_pp/experiments/campaigns/counterfactual_feedback_dense_relabel_20260827/runs/counterfactual_feedback_p1_p2_20260826__object_snapshots__candidate_outcomes.parquet,counterfactual_feedback_dense_relabel_20260827,False,True
counterfactual_feedback_p1_p2_20260826__object_snapshots::libero_object_object__task1__init5__rollout1__query0,Object,pro_object__object,Object|libero_object_object|1|5,libero_object_object,1,pick the cream cheese and place it in the basket,5,0,approach,4,False,True,True,False,False,3.0,3.0,False,counterfactual_feedback_p1_p2_20260826__object_snapshots,/mnt/d/projects/ysda/ysda_word_models_pp/experiments/campaigns/counterfactual_feedback_dense_relabel_20260827/runs/counterfactual_feedback_p1_p2_20260826__object_snapshots__candidate_outcomes.parquet,counterfactual_feedback_dense_relabel_20260827,False,True
counterfactual_feedback_p1_p2_20260826__object_snapshots::libero_object_object__task1__init6__rollout0__query3,Object,pro_object__object,Object|libero_object_object|1|6,libero_object_object,1,pick the cream cheese and place it in the basket,6,3,grasp,4,False,True,True,False,False,3.0,3.0,False,counterfactual_feedback_p1_p2_20260826__object_snapshots,/mnt/d/projects/ysda/ysda_word_models_pp/experiments/campaigns/counterfactual_feedback_dense_relabel_20260827/runs/counterfactual_feedback_p1_p2_20260826__object_snapshots__candidate_outcomes.parquet,counterfactual_feedback_dense_relabel_20260827,False,True
counterfactual_feedback_p1_p2_20260826__object_snapshots::libero_object_object__task1__init6__rollout1__query0,Object,pro_object__object,Object|libero_object_object|1|6,libero_object_object,1,pick the cream cheese and place it in the basket,6,0,approach,4,False,True,True,False,False,3.0,3.0,False,counterfactual_feedback_p1_p2_20260826__object_snapshots,/mnt/d/projects/ysda/ysda_word_models_pp/experiments/campaigns/counterfactual_feedback_dense_relabel_20260827/runs/counterfactual_feedback_p1_p2_20260826__object_snapshots__candidate_outcomes.parquet,counterfactual_feedback_dense_relabel_20260827,False,True
counterfactual_feedback_p1_p2_20260826__position_snapshots_x0p1::libero_object_temp__task0__init0__rollout1__query4,Position,pro_object__position,Position|libero_object_temp|0|0,libero_object_temp,0,pick the alphabet soup and place it in the basket,0,4,transport,4,False,True,True,False,False,3.0,3.0,False,counterfactual_feedback_p1_p2_20260826__position_snapshots_x0p1,/mnt/d/projects/ysda/ysda_word_models_pp/experiments/campaigns/counterfactual_feedback_dense_relabel_20260827/runs/counterfactual_feedback_p1_p2_20260826__position_snapshots_x0p1__candidate_outcomes.parquet,counterfactual_feedback_dense_relabel_20260827,False,True
counterfactual_feedback_p1_p2_20260826__position_snapshots_x0p2::libero_object_temp__task1__init0__rollout2__query4,Position,pro_object__position,Position|libero_object_temp|1|0,libero_object_temp,1,pick the cream cheese and place it in the basket,0,4,grasp,4,False,True,True,False,False,3.0,3.0,False,counterfactual_feedback_p1_p2_20260826__position_snapshots_x0p2,/mnt/d/projects/ysda/ysda_word_models_pp/experiments/campaigns/counterfactual_feedback_dense_relabel_20260827/runs/counterfactual_feedback_p1_p2_20260826__position_snapshots_x0p2__candidate_outcomes.parquet,counterfactual_feedback_dense_relabel_20260827,False,True
counterfactual_feedback_p1_p2_20260826__position_snapshots_x0p4::libero_object_temp__task0__init0__rollout1__query0,Position,pro_object__position,Position|libero_object_temp|0|0,libero_object_temp,0,pick the alphabet soup and place it in the basket,0,0,approach,4,False,False,False,False,False,-0.5,0.0,True,counterfactual_feedback_p1_p2_20260826__position_snapshots_x0p4,/mnt/d/projects/ysda/ysda_word_models_pp/experiments/campaigns/counterfactual_feedback_dense_relabel_20260827/runs/counterfactual_feedback_p1_p2_20260826__position_snapshots_x0p4__candidate_outcomes.parquet,counterfactual_feedback_dense_relabel_20260827,True,False
counterfactual_feedback_p1_p2_20260826__position_snapshots_x0p5::libero_object_temp__task0__init0__rollout3__query0,Position,pro_object__position,Position|libero_object_temp|0|0,libero_object_temp,0,pick the alphabet soup and place it in the basket,0,0,approach,4,False,False,False,False,False,-0.5,-0.5,False,counterfactual_feedback_p1_p2_20260826__position_snapshots_x0p5,/mnt/d/projects/ysda/ysda_word_models_pp/experiments/campaigns/counterfactual_feedback_dense_relabel_20260827/runs/counterfactual_feedback_p1_p2_20260826__position_snapshots_x0p5__candidate_outcomes.parquet,counterfactual_feedback_dense_relabel_20260827,True,False
counterfactual_feedback_p1_p2_20260826__position_snapshots_y0p1::libero_object_temp__task0__init0__rollout0__query0,Position,pro_object__position,Position|libero_object_temp|0|0,libero_object_temp,0,pick the alphabet soup and place it in the basket,0,0,approach,4,False,True,True,False,False,3.0,3.0,False,counterfactual_feedback_p1_p2_20260826__position_snapshots_y0p1,/mnt/d/projects/ysda/ysda_word_models_pp/experiments/campaigns/counterfactual_feedback_dense_relabel_20260827/runs/counterfactual_feedback_p1_p2_20260826__position_snapshots_y0p1__candidate_outcomes.parquet,counterfactual_feedback_dense_relabel_20260827,False,True
counterfactual_feedback_p1_p2_20260826__position_snapshots_y0p1::libero_object_temp__task0__init0__rollout1__query0,Position,pro_object__position,Position|libero_object_temp|0|0,libero_object_temp,0,pick the alphabet soup and place it in the basket,0,0,approach,4,False,True,True,False,False,3.0,3.0,False,counterfactual_feedback_p1_p2_20260826__position_snapshots_y0p1,/mnt/d/projects/ysda/ysda_word_models_pp/experiments/campaigns/counterfactual_feedback_dense_relabel_20260827/runs/counterfactual_feedback_p1_p2_20260826__position_snapshots_y0p1__candidate_outcomes.parquet,counterfactual_feedback_dense_relabel_20260827,False,True
counterfactual_feedback_p1_p2_20260826__position_snapshots_y0p1::libero_object_temp__task0__init0__rollout2__query0,Position,pro_object__position,Position|libero_object_temp|0|0,libero_object_temp,0,pick the alphabet soup and place it in the basket,0,0,approach,4,False,True,True,False,False,3.0,3.0,False,counterfactual_feedback_p1_p2_20260826__position_snapshots_y0p1,/mnt/d/projects/ysda/ysda_word_models_pp/experiments/campaigns/counterfactual_feedback_dense_relabel_20260827/runs/counterfactual_feedback_p1_p2_20260826__position_snapshots_y0p1__candidate_outcomes.parquet,counterfactual_feedback_dense_relabel_20260827,False,True
counterfactual_feedback_p1_p2_20260826__position_snapshots_y0p2::libero_object_temp__task0__init0__rollout2__query0,Position,pro_object__position,Position|libero_object_temp|0|0,libero_object_temp,0,pick the alphabet soup and place it in the basket,0,0,approach,4,True,True,True,False,True,3.0,3.0,False,counterfactual_feedback_p1_p2_20260826__position_snapshots_y0p2,/mnt/d/projects/ysda/ysda_word_models_pp/experiments/campaigns/counterfactual_feedback_dense_relabel_20260827/runs/counterfactual_feedback_p1_p2_20260826__position_snapshots_y0p2__candidate_outcomes.parquet,counterfactual_feedback_dense_relabel_20260827,False,False
counterfactual_feedback_p1_p2_20260826__position_snapshots_y0p2::libero_object_temp__task0__init0__rollout3__query7,Position,pro_object__position,Position|libero_object_temp|0|0,libero_object_temp,0,pick the alphabet soup and place it in the basket,0,7,grasp,4,False,True,True,False,False,3.0,3.0,False,counterfactual_feedback_p1_p2_20260826__position_snapshots_y0p2,/mnt/d/projects/ysda/ysda_word_models_pp/experiments/campaigns/counterfactual_feedback_dense_relabel_20260827/runs/counterfactual_feedback_p1_p2_20260826__position_snapshots_y0p2__candidate_outcomes.parquet,counterfactual_feedback_dense_relabel_20260827,False,True
