analysis_snapshot_id,factor,independent_group,suite,task_id,task_description,init_state_id,query_idx,phase,candidates,outcome_heterogeneous,maxv_success,oracle_success,success_rescue,success_harm_possible,maxv_utility,oracle_utility,utility_rescue
hard_cell_pairwise_ranker_20260830__development_calibration__position_development_init15_19::libero_object_temp__task0__init19__rollout0__query0,Position,Position|libero_object_temp|0|19,libero_object_temp,0,pick the alphabet soup and place it in the basket,19,0,approach,8,False,False,False,False,False,0.0,0.0,False
hard_cell_pairwise_ranker_20260830__development_calibration__position_development_init20_24::libero_object_temp__task0__init20__rollout0__query0,Position,Position|libero_object_temp|0|20,libero_object_temp,0,pick the alphabet soup and place it in the basket,20,0,approach,8,False,False,False,False,False,0.0,0.0,False
hard_cell_pairwise_ranker_20260830__development_calibration__position_development_init20_24::libero_object_temp__task0__init21__rollout0__query0,Position,Position|libero_object_temp|0|21,libero_object_temp,0,pick the alphabet soup and place it in the basket,21,0,approach,8,False,False,False,False,False,0.0,0.0,False
hard_cell_pairwise_ranker_20260830__development_calibration__position_development_init20_24::libero_object_temp__task0__init22__rollout0__query0,Position,Position|libero_object_temp|0|22,libero_object_temp,0,pick the alphabet soup and place it in the basket,22,0,approach,8,False,False,False,False,False,0.0,0.0,False
hard_cell_pairwise_ranker_20260830__development_calibration__position_development_init20_24::libero_object_temp__task0__init23__rollout0__query0,Position,Position|libero_object_temp|0|23,libero_object_temp,0,pick the alphabet soup and place it in the basket,23,0,approach,8,False,False,False,False,False,0.0,0.0,False
hard_cell_pairwise_ranker_20260830__development_calibration__position_development_init20_24::libero_object_temp__task0__init24__rollout0__query0,Position,Position|libero_object_temp|0|24,libero_object_temp,0,pick the alphabet soup and place it in the basket,24,0,approach,8,True,False,True,True,False,0.0,3.0,True
hard_cell_pairwise_ranker_20260830__development_calibration__position_calibration_init25_29::libero_object_temp__task0__init25__rollout0__query0,Position,Position|libero_object_temp|0|25,libero_object_temp,0,pick the alphabet soup and place it in the basket,25,0,approach,8,False,False,False,False,False,0.0,0.0,False
hard_cell_pairwise_ranker_20260830__development_calibration__position_calibration_init25_29::libero_object_temp__task0__init26__rollout0__query0,Position,Position|libero_object_temp|0|26,libero_object_temp,0,pick the alphabet soup and place it in the basket,26,0,approach,8,False,False,False,False,False,0.0,0.0,False
hard_cell_pairwise_ranker_20260830__development_calibration__position_calibration_init25_29::libero_object_temp__task0__init27__rollout0__query0,Position,Position|libero_object_temp|0|27,libero_object_temp,0,pick the alphabet soup and place it in the basket,27,0,approach,8,False,False,False,False,False,0.0,0.0,False
hard_cell_pairwise_ranker_20260830__development_calibration__position_calibration_init25_29::libero_object_temp__task0__init28__rollout0__query0,Position,Position|libero_object_temp|0|28,libero_object_temp,0,pick the alphabet soup and place it in the basket,28,0,approach,8,False,False,False,False,False,0.0,0.0,False
hard_cell_pairwise_ranker_20260830__development_calibration__position_calibration_init25_29::libero_object_temp__task0__init29__rollout0__query0,Position,Position|libero_object_temp|0|29,libero_object_temp,0,pick the alphabet soup and place it in the basket,29,0,approach,8,False,False,False,False,False,0.0,0.0,False
