analysis_snapshot_id,factor,independent_group,suite,task_id,task_description,init_state_id,query_idx,phase,candidates,outcome_heterogeneous,maxv_success,oracle_success,success_rescue,success_harm_possible,maxv_utility,oracle_utility,utility_rescue
terminal_grounded_critic_20260829__development__object_development_tasks0_2::libero_object_object__task2__init3__rollout0__query3,Object,Object|libero_object_object|2|3,libero_object_object,2,pick the salad dressing and place it in the basket,3,3,grasp,8,False,True,True,False,False,3.0,3.0,False
terminal_grounded_critic_20260829__development__object_development_tasks0_2::libero_object_object__task2__init4__rollout0__query0,Object,Object|libero_object_object|2|4,libero_object_object,2,pick the salad dressing and place it in the basket,4,0,approach,8,False,True,True,False,False,3.0,3.0,False
terminal_grounded_critic_20260829__development__object_development_tasks0_2::libero_object_object__task2__init4__rollout0__query3,Object,Object|libero_object_object|2|4,libero_object_object,2,pick the salad dressing and place it in the basket,4,3,grasp,8,False,True,True,False,False,3.0,3.0,False
terminal_grounded_critic_20260829__development__object_development_tasks3_5::libero_object_object__task3__init0__rollout0__query0,Object,Object|libero_object_object|3|0,libero_object_object,3,pick the bbq sauce and place it in the basket,0,0,approach,8,False,True,True,False,False,3.0,3.0,False
terminal_grounded_critic_20260829__development__object_development_tasks3_5::libero_object_object__task3__init0__rollout0__query3,Object,Object|libero_object_object|3|0,libero_object_object,3,pick the bbq sauce and place it in the basket,0,3,grasp,8,False,True,True,False,False,3.0,3.0,False
terminal_grounded_critic_20260829__development__object_development_tasks3_5::libero_object_object__task3__init1__rollout0__query0,Object,Object|libero_object_object|3|1,libero_object_object,3,pick the bbq sauce and place it in the basket,1,0,approach,8,False,True,True,False,False,3.0,3.0,False
terminal_grounded_critic_20260829__development__object_development_tasks3_5::libero_object_object__task3__init1__rollout0__query3,Object,Object|libero_object_object|3|1,libero_object_object,3,pick the bbq sauce and place it in the basket,1,3,grasp,8,False,True,True,False,False,3.0,3.0,False
terminal_grounded_critic_20260829__development__object_development_tasks3_5::libero_object_object__task3__init2__rollout0__query0,Object,Object|libero_object_object|3|2,libero_object_object,3,pick the bbq sauce and place it in the basket,2,0,approach,8,False,True,True,False,False,3.0,3.0,False
terminal_grounded_critic_20260829__development__object_development_tasks3_5::libero_object_object__task3__init2__rollout0__query3,Object,Object|libero_object_object|3|2,libero_object_object,3,pick the bbq sauce and place it in the basket,2,3,grasp,8,False,True,True,False,False,3.0,3.0,False
terminal_grounded_critic_20260829__development__object_development_tasks3_5::libero_object_object__task3__init3__rollout0__query0,Object,Object|libero_object_object|3|3,libero_object_object,3,pick the bbq sauce and place it in the basket,3,0,approach,8,True,True,True,False,True,3.0,3.0,False
terminal_grounded_critic_20260829__development__object_development_tasks3_5::libero_object_object__task3__init3__rollout0__query3,Object,Object|libero_object_object|3|3,libero_object_object,3,pick the bbq sauce and place it in the basket,3,3,grasp,8,False,True,True,False,False,3.0,3.0,False
terminal_grounded_critic_20260829__development__object_development_tasks3_5::libero_object_object__task3__init4__rollout0__query0,Object,Object|libero_object_object|3|4,libero_object_object,3,pick the bbq sauce and place it in the basket,4,0,approach,8,False,True,True,False,False,3.0,3.0,False
terminal_grounded_critic_20260829__development__object_development_tasks3_5::libero_object_object__task3__init4__rollout0__query3,Object,Object|libero_object_object|3|4,libero_object_object,3,pick the bbq sauce and place it in the basket,4,3,grasp,8,False,True,True,False,False,3.0,3.0,False
terminal_grounded_critic_20260829__development__object_development_tasks3_5::libero_object_object__task4__init0__rollout0__query0,Object,Object|libero_object_object|4|0,libero_object_object,4,pick the ketchup and place it in the basket,0,0,approach,8,False,True,True,False,False,3.0,3.0,False
terminal_grounded_critic_20260829__development__object_development_tasks3_5::libero_object_object__task4__init0__rollout0__query3,Object,Object|libero_object_object|4|0,libero_object_object,4,pick the ketchup and place it in the basket,0,3,grasp,8,False,True,True,False,False,3.0,3.0,False
terminal_grounded_critic_20260829__development__object_development_tasks3_5::libero_object_object__task4__init1__rollout0__query0,Object,Object|libero_object_object|4|1,libero_object_object,4,pick the ketchup and place it in the basket,1,0,approach,8,False,True,True,False,False,3.0,3.0,False
terminal_grounded_critic_20260829__development__object_development_tasks3_5::libero_object_object__task4__init1__rollout0__query3,Object,Object|libero_object_object|4|1,libero_object_object,4,pick the ketchup and place it in the basket,1,3,grasp,8,False,True,True,False,False,3.0,3.0,False
terminal_grounded_critic_20260829__development__object_development_tasks3_5::libero_object_object__task4__init2__rollout0__query0,Object,Object|libero_object_object|4|2,libero_object_object,4,pick the ketchup and place it in the basket,2,0,approach,8,False,True,True,False,False,3.0,3.0,False
terminal_grounded_critic_20260829__development__object_development_tasks3_5::libero_object_object__task4__init2__rollout0__query3,Object,Object|libero_object_object|4|2,libero_object_object,4,pick the ketchup and place it in the basket,2,3,grasp,8,False,True,True,False,False,3.0,3.0,False
terminal_grounded_critic_20260829__development__object_development_tasks3_5::libero_object_object__task4__init3__rollout0__query0,Object,Object|libero_object_object|4|3,libero_object_object,4,pick the ketchup and place it in the basket,3,0,approach,8,False,True,True,False,False,3.0,3.0,False
terminal_grounded_critic_20260829__development__object_development_tasks3_5::libero_object_object__task4__init3__rollout0__query3,Object,Object|libero_object_object|4|3,libero_object_object,4,pick the ketchup and place it in the basket,3,3,grasp,8,False,True,True,False,False,3.0,3.0,False
terminal_grounded_critic_20260829__development__object_development_tasks3_5::libero_object_object__task4__init4__rollout0__query0,Object,Object|libero_object_object|4|4,libero_object_object,4,pick the ketchup and place it in the basket,4,0,approach,8,False,True,True,False,False,3.0,3.0,False
terminal_grounded_critic_20260829__development__object_development_tasks3_5::libero_object_object__task4__init4__rollout0__query3,Object,Object|libero_object_object|4|4,libero_object_object,4,pick the ketchup and place it in the basket,4,3,grasp,8,False,True,True,False,False,3.0,3.0,False
terminal_grounded_critic_20260829__development__object_development_tasks3_5::libero_object_object__task5__init0__rollout0__query0,Object,Object|libero_object_object|5|0,libero_object_object,5,pick the tomato sauce and place it in the basket,0,0,approach,8,False,True,True,False,False,3.0,3.0,False
terminal_grounded_critic_20260829__development__object_development_tasks3_5::libero_object_object__task5__init0__rollout0__query3,Object,Object|libero_object_object|5|0,libero_object_object,5,pick the tomato sauce and place it in the basket,0,3,grasp,8,False,True,True,False,False,3.0,3.0,False
terminal_grounded_critic_20260829__development__object_development_tasks3_5::libero_object_object__task5__init1__rollout0__query0,Object,Object|libero_object_object|5|1,libero_object_object,5,pick the tomato sauce and place it in the basket,1,0,approach,8,False,True,True,False,False,3.0,3.0,False
terminal_grounded_critic_20260829__development__object_development_tasks3_5::libero_object_object__task5__init1__rollout0__query3,Object,Object|libero_object_object|5|1,libero_object_object,5,pick the tomato sauce and place it in the basket,1,3,grasp,8,False,True,True,False,False,3.0,3.0,False
terminal_grounded_critic_20260829__development__object_development_tasks3_5::libero_object_object__task5__init2__rollout0__query0,Object,Object|libero_object_object|5|2,libero_object_object,5,pick the tomato sauce and place it in the basket,2,0,approach,8,False,True,True,False,False,3.0,3.0,False
terminal_grounded_critic_20260829__development__object_development_tasks3_5::libero_object_object__task5__init2__rollout0__query3,Object,Object|libero_object_object|5|2,libero_object_object,5,pick the tomato sauce and place it in the basket,2,3,grasp,8,False,True,True,False,False,3.0,3.0,False
terminal_grounded_critic_20260829__development__object_development_tasks3_5::libero_object_object__task5__init3__rollout0__query0,Object,Object|libero_object_object|5|3,libero_object_object,5,pick the tomato sauce and place it in the basket,3,0,approach,8,False,True,True,False,False,3.0,3.0,False
terminal_grounded_critic_20260829__development__object_development_tasks3_5::libero_object_object__task5__init3__rollout0__query3,Object,Object|libero_object_object|5|3,libero_object_object,5,pick the tomato sauce and place it in the basket,3,3,grasp,8,False,True,True,False,False,3.0,3.0,False
terminal_grounded_critic_20260829__development__object_development_tasks3_5::libero_object_object__task5__init4__rollout0__query0,Object,Object|libero_object_object|5|4,libero_object_object,5,pick the tomato sauce and place it in the basket,4,0,approach,8,False,True,True,False,False,3.0,3.0,False
terminal_grounded_critic_20260829__development__object_development_tasks3_5::libero_object_object__task5__init4__rollout0__query3,Object,Object|libero_object_object|5|4,libero_object_object,5,pick the tomato sauce and place it in the basket,4,3,grasp,8,False,True,True,False,False,3.0,3.0,False
terminal_grounded_critic_20260829__development__object_calibration_task6::libero_object_object__task6__init0__rollout0__query0,Object,Object|libero_object_object|6|0,libero_object_object,6,pick the butter and place it in the basket,0,0,approach,8,False,True,True,False,False,3.0,3.0,False
terminal_grounded_critic_20260829__development__object_calibration_task6::libero_object_object__task6__init0__rollout0__query3,Object,Object|libero_object_object|6|0,libero_object_object,6,pick the butter and place it in the basket,0,3,grasp,8,False,True,True,False,False,3.0,3.0,False
terminal_grounded_critic_20260829__development__object_calibration_task6::libero_object_object__task6__init1__rollout0__query0,Object,Object|libero_object_object|6|1,libero_object_object,6,pick the butter and place it in the basket,1,0,approach,8,False,True,True,False,False,3.0,3.0,False
terminal_grounded_critic_20260829__development__object_calibration_task6::libero_object_object__task6__init1__rollout0__query3,Object,Object|libero_object_object|6|1,libero_object_object,6,pick the butter and place it in the basket,1,3,grasp,8,False,True,True,False,False,3.0,3.0,False
terminal_grounded_critic_20260829__development__object_calibration_task6::libero_object_object__task6__init2__rollout0__query0,Object,Object|libero_object_object|6|2,libero_object_object,6,pick the butter and place it in the basket,2,0,approach,8,False,True,True,False,False,3.0,3.0,False
terminal_grounded_critic_20260829__development__object_calibration_task6::libero_object_object__task6__init2__rollout0__query3,Object,Object|libero_object_object|6|2,libero_object_object,6,pick the butter and place it in the basket,2,3,grasp,8,False,True,True,False,False,3.0,3.0,False
terminal_grounded_critic_20260829__development__object_calibration_task6::libero_object_object__task6__init3__rollout0__query0,Object,Object|libero_object_object|6|3,libero_object_object,6,pick the butter and place it in the basket,3,0,approach,8,False,True,True,False,False,3.0,3.0,False
terminal_grounded_critic_20260829__development__object_calibration_task6::libero_object_object__task6__init3__rollout0__query3,Object,Object|libero_object_object|6|3,libero_object_object,6,pick the butter and place it in the basket,3,3,grasp,8,False,True,True,False,False,3.0,3.0,False
terminal_grounded_critic_20260829__development__object_calibration_task6::libero_object_object__task6__init4__rollout0__query0,Object,Object|libero_object_object|6|4,libero_object_object,6,pick the butter and place it in the basket,4,0,approach,8,False,True,True,False,False,3.0,3.0,False
terminal_grounded_critic_20260829__development__object_calibration_task6::libero_object_object__task6__init4__rollout0__query3,Object,Object|libero_object_object|6|4,libero_object_object,6,pick the butter and place it in the basket,4,3,grasp,8,False,True,True,False,False,3.0,3.0,False
terminal_grounded_critic_20260829__development__object_calibration_task7::libero_object_object__task7__init0__rollout0__query0,Object,Object|libero_object_object|7|0,libero_object_object,7,pick the milk and place it in the basket,0,0,approach,8,False,True,True,False,False,3.0,3.0,False
terminal_grounded_critic_20260829__development__object_calibration_task7::libero_object_object__task7__init0__rollout0__query3,Object,Object|libero_object_object|7|0,libero_object_object,7,pick the milk and place it in the basket,0,3,grasp,8,False,True,True,False,False,3.0,3.0,False
terminal_grounded_critic_20260829__development__object_calibration_task7::libero_object_object__task7__init1__rollout0__query0,Object,Object|libero_object_object|7|1,libero_object_object,7,pick the milk and place it in the basket,1,0,approach,8,False,True,True,False,False,3.0,3.0,False
terminal_grounded_critic_20260829__development__object_calibration_task7::libero_object_object__task7__init1__rollout0__query3,Object,Object|libero_object_object|7|1,libero_object_object,7,pick the milk and place it in the basket,1,3,grasp,8,False,True,True,False,False,3.0,3.0,False
terminal_grounded_critic_20260829__development__object_calibration_task7::libero_object_object__task7__init2__rollout0__query0,Object,Object|libero_object_object|7|2,libero_object_object,7,pick the milk and place it in the basket,2,0,approach,8,False,True,True,False,False,3.0,3.0,False
terminal_grounded_critic_20260829__development__object_calibration_task7::libero_object_object__task7__init2__rollout0__query3,Object,Object|libero_object_object|7|2,libero_object_object,7,pick the milk and place it in the basket,2,3,grasp,8,False,True,True,False,False,3.0,3.0,False
terminal_grounded_critic_20260829__development__object_calibration_task7::libero_object_object__task7__init3__rollout0__query0,Object,Object|libero_object_object|7|3,libero_object_object,7,pick the milk and place it in the basket,3,0,approach,8,False,True,True,False,False,3.0,3.0,False
terminal_grounded_critic_20260829__development__object_calibration_task7::libero_object_object__task7__init3__rollout0__query3,Object,Object|libero_object_object|7|3,libero_object_object,7,pick the milk and place it in the basket,3,3,grasp,8,False,True,True,False,False,3.0,3.0,False
terminal_grounded_critic_20260829__development__object_calibration_task7::libero_object_object__task7__init4__rollout0__query0,Object,Object|libero_object_object|7|4,libero_object_object,7,pick the milk and place it in the basket,4,0,approach,8,True,True,True,False,True,3.0,3.0,False
terminal_grounded_critic_20260829__development__object_calibration_task7::libero_object_object__task7__init4__rollout0__query3,Object,Object|libero_object_object|7|4,libero_object_object,7,pick the milk and place it in the basket,4,3,grasp,8,False,True,True,False,False,3.0,3.0,False
