suite,task_id,init_state_id,rollout_seed,reference,method,reference_success,method_success,effect,stage
libero_object_object,0,39,16490000,first,max_value,False,False,same,exact_development
libero_object_object,0,0,16100000,first,consensus_medoid_only,True,True,same,exact_development
libero_object_object,0,1,16110000,first,consensus_medoid_only,False,False,same,exact_development
libero_object_object,0,2,16120000,first,consensus_medoid_only,False,False,same,exact_development
libero_object_object,0,3,16130000,first,consensus_medoid_only,True,False,harm,exact_development
libero_object_object,0,4,16140000,first,consensus_medoid_only,False,True,rescue,exact_development
libero_object_object,0,5,16150000,first,consensus_medoid_only,True,False,harm,exact_development
libero_object_object,0,6,16160000,first,consensus_medoid_only,False,False,same,exact_development
libero_object_object,0,7,16170000,first,consensus_medoid_only,False,False,same,exact_development
libero_object_object,0,8,16180000,first,consensus_medoid_only,False,False,same,exact_development
libero_object_object,0,9,16190000,first,consensus_medoid_only,False,False,same,exact_development
libero_object_object,0,10,16200000,first,consensus_medoid_only,False,False,same,exact_development
libero_object_object,0,11,16210000,first,consensus_medoid_only,False,False,same,exact_development
libero_object_object,0,12,16220000,first,consensus_medoid_only,False,False,same,exact_development
libero_object_object,0,13,16230000,first,consensus_medoid_only,True,True,same,exact_development
libero_object_object,0,14,16240000,first,consensus_medoid_only,False,False,same,exact_development
libero_object_object,0,15,16250000,first,consensus_medoid_only,True,False,harm,exact_development
libero_object_object,0,16,16260000,first,consensus_medoid_only,True,False,harm,exact_development
libero_object_object,0,17,16270000,first,consensus_medoid_only,False,False,same,exact_development
libero_object_object,0,18,16280000,first,consensus_medoid_only,False,False,same,exact_development
libero_object_object,0,19,16290000,first,consensus_medoid_only,True,False,harm,exact_development
libero_object_object,0,20,16300000,first,consensus_medoid_only,False,False,same,exact_development
libero_object_object,0,21,16310000,first,consensus_medoid_only,False,True,rescue,exact_development
libero_object_object,0,22,16320000,first,consensus_medoid_only,True,False,harm,exact_development
libero_object_object,0,23,16330000,first,consensus_medoid_only,False,False,same,exact_development
libero_object_object,0,24,16340000,first,consensus_medoid_only,False,False,same,exact_development
libero_object_object,0,25,16350000,first,consensus_medoid_only,True,True,same,exact_development
libero_object_object,0,26,16360000,first,consensus_medoid_only,False,True,rescue,exact_development
libero_object_object,0,27,16370000,first,consensus_medoid_only,False,False,same,exact_development
libero_object_object,0,28,16380000,first,consensus_medoid_only,False,True,rescue,exact_development
libero_object_object,0,29,16390000,first,consensus_medoid_only,True,False,harm,exact_development
libero_object_object,0,30,16400000,first,consensus_medoid_only,False,False,same,exact_development
libero_object_object,0,31,16410000,first,consensus_medoid_only,True,False,harm,exact_development
libero_object_object,0,32,16420000,first,consensus_medoid_only,False,False,same,exact_development
libero_object_object,0,33,16430000,first,consensus_medoid_only,False,False,same,exact_development
libero_object_object,0,34,16440000,first,consensus_medoid_only,False,False,same,exact_development
libero_object_object,0,35,16450000,first,consensus_medoid_only,True,False,harm,exact_development
libero_object_object,0,36,16460000,first,consensus_medoid_only,False,False,same,exact_development
libero_object_object,0,37,16470000,first,consensus_medoid_only,False,False,same,exact_development
libero_object_object,0,38,16480000,first,consensus_medoid_only,False,False,same,exact_development
libero_object_object,0,39,16490000,first,consensus_medoid_only,False,False,same,exact_development
libero_object_object,0,0,16100000,max_value,consensus_medoid_only,False,True,rescue,exact_development
libero_object_object,0,1,16110000,max_value,consensus_medoid_only,False,False,same,exact_development
libero_object_object,0,2,16120000,max_value,consensus_medoid_only,False,False,same,exact_development
libero_object_object,0,3,16130000,max_value,consensus_medoid_only,False,False,same,exact_development
libero_object_object,0,4,16140000,max_value,consensus_medoid_only,False,True,rescue,exact_development
libero_object_object,0,5,16150000,max_value,consensus_medoid_only,False,False,same,exact_development
libero_object_object,0,6,16160000,max_value,consensus_medoid_only,False,False,same,exact_development
libero_object_object,0,7,16170000,max_value,consensus_medoid_only,False,False,same,exact_development
libero_object_object,0,8,16180000,max_value,consensus_medoid_only,False,False,same,exact_development
libero_object_object,0,9,16190000,max_value,consensus_medoid_only,False,False,same,exact_development
libero_object_object,0,10,16200000,max_value,consensus_medoid_only,False,False,same,exact_development
libero_object_object,0,11,16210000,max_value,consensus_medoid_only,False,False,same,exact_development
libero_object_object,0,12,16220000,max_value,consensus_medoid_only,True,False,harm,exact_development
libero_object_object,0,13,16230000,max_value,consensus_medoid_only,True,True,same,exact_development
libero_object_object,0,14,16240000,max_value,consensus_medoid_only,False,False,same,exact_development
libero_object_object,0,15,16250000,max_value,consensus_medoid_only,True,False,harm,exact_development
libero_object_object,0,16,16260000,max_value,consensus_medoid_only,True,False,harm,exact_development
libero_object_object,0,17,16270000,max_value,consensus_medoid_only,False,False,same,exact_development
libero_object_object,0,18,16280000,max_value,consensus_medoid_only,False,False,same,exact_development
libero_object_object,0,19,16290000,max_value,consensus_medoid_only,False,False,same,exact_development
libero_object_object,0,20,16300000,max_value,consensus_medoid_only,False,False,same,exact_development
libero_object_object,0,21,16310000,max_value,consensus_medoid_only,True,True,same,exact_development
libero_object_object,0,22,16320000,max_value,consensus_medoid_only,False,False,same,exact_development
libero_object_object,0,23,16330000,max_value,consensus_medoid_only,True,False,harm,exact_development
libero_object_object,0,24,16340000,max_value,consensus_medoid_only,False,False,same,exact_development
libero_object_object,0,25,16350000,max_value,consensus_medoid_only,False,True,rescue,exact_development
libero_object_object,0,26,16360000,max_value,consensus_medoid_only,False,True,rescue,exact_development
libero_object_object,0,27,16370000,max_value,consensus_medoid_only,False,False,same,exact_development
libero_object_object,0,28,16380000,max_value,consensus_medoid_only,False,True,rescue,exact_development
libero_object_object,0,29,16390000,max_value,consensus_medoid_only,True,False,harm,exact_development
libero_object_object,0,30,16400000,max_value,consensus_medoid_only,False,False,same,exact_development
libero_object_object,0,31,16410000,max_value,consensus_medoid_only,True,False,harm,exact_development
libero_object_object,0,32,16420000,max_value,consensus_medoid_only,False,False,same,exact_development
libero_object_object,0,33,16430000,max_value,consensus_medoid_only,False,False,same,exact_development
libero_object_object,0,34,16440000,max_value,consensus_medoid_only,False,False,same,exact_development
libero_object_object,0,35,16450000,max_value,consensus_medoid_only,False,False,same,exact_development
libero_object_object,0,36,16460000,max_value,consensus_medoid_only,False,False,same,exact_development
libero_object_object,0,37,16470000,max_value,consensus_medoid_only,False,False,same,exact_development
libero_object_object,0,38,16480000,max_value,consensus_medoid_only,False,False,same,exact_development
libero_object_object,0,39,16490000,max_value,consensus_medoid_only,False,False,same,exact_development
libero_object_object,0,0,16200000,max_value,keystone_cluster_medoid,False,False,same,architecture_development
libero_object_object,0,1,16210000,max_value,keystone_cluster_medoid,False,False,same,architecture_development
libero_object_object,0,2,16220000,max_value,keystone_cluster_medoid,False,False,same,architecture_development
libero_object_object,0,3,16230000,max_value,keystone_cluster_medoid,False,False,same,architecture_development
libero_object_object,0,4,16240000,max_value,keystone_cluster_medoid,True,False,harm,architecture_development
libero_object_object,0,5,16250000,max_value,keystone_cluster_medoid,True,False,harm,architecture_development
libero_object_object,0,6,16260000,max_value,keystone_cluster_medoid,False,False,same,architecture_development
libero_object_object,0,7,16270000,max_value,keystone_cluster_medoid,False,False,same,architecture_development
libero_object_object,0,8,16280000,max_value,keystone_cluster_medoid,False,False,same,architecture_development
libero_object_object,0,9,16290000,max_value,keystone_cluster_medoid,False,False,same,architecture_development
libero_object_object,0,10,16300000,max_value,keystone_cluster_medoid,False,False,same,architecture_development
libero_object_object,0,11,16310000,max_value,keystone_cluster_medoid,False,False,same,architecture_development
libero_object_object,0,12,16320000,max_value,keystone_cluster_medoid,False,False,same,architecture_development
libero_object_object,0,13,16330000,max_value,keystone_cluster_medoid,True,True,same,architecture_development
libero_object_object,0,14,16340000,max_value,keystone_cluster_medoid,False,False,same,architecture_development
libero_object_object,0,15,16350000,max_value,keystone_cluster_medoid,True,False,harm,architecture_development
libero_object_object,0,16,16360000,max_value,keystone_cluster_medoid,True,True,same,architecture_development
libero_object_object,0,17,16370000,max_value,keystone_cluster_medoid,False,False,same,architecture_development
libero_object_object,0,18,16380000,max_value,keystone_cluster_medoid,False,False,same,architecture_development
libero_object_object,0,19,16390000,max_value,keystone_cluster_medoid,False,True,rescue,architecture_development
libero_object_object,0,0,16200000,max_value,cosmos_consensus_guarded,False,True,rescue,architecture_development
libero_object_object,0,1,16210000,max_value,cosmos_consensus_guarded,False,False,same,architecture_development
libero_object_object,0,2,16220000,max_value,cosmos_consensus_guarded,False,True,rescue,architecture_development
libero_object_object,0,3,16230000,max_value,cosmos_consensus_guarded,False,False,same,architecture_development
libero_object_object,0,4,16240000,max_value,cosmos_consensus_guarded,True,False,harm,architecture_development
libero_object_object,0,5,16250000,max_value,cosmos_consensus_guarded,True,True,same,architecture_development
libero_object_object,0,6,16260000,max_value,cosmos_consensus_guarded,False,False,same,architecture_development
libero_object_object,0,7,16270000,max_value,cosmos_consensus_guarded,False,False,same,architecture_development
libero_object_object,0,8,16280000,max_value,cosmos_consensus_guarded,False,False,same,architecture_development
libero_object_object,0,9,16290000,max_value,cosmos_consensus_guarded,False,False,same,architecture_development
libero_object_object,0,10,16300000,max_value,cosmos_consensus_guarded,False,False,same,architecture_development
libero_object_object,0,11,16310000,max_value,cosmos_consensus_guarded,False,False,same,architecture_development
libero_object_object,0,12,16320000,max_value,cosmos_consensus_guarded,False,True,rescue,architecture_development
libero_object_object,0,13,16330000,max_value,cosmos_consensus_guarded,True,True,same,architecture_development
libero_object_object,0,14,16340000,max_value,cosmos_consensus_guarded,False,False,same,architecture_development
libero_object_object,0,15,16350000,max_value,cosmos_consensus_guarded,True,True,same,architecture_development
libero_object_object,0,16,16360000,max_value,cosmos_consensus_guarded,True,False,harm,architecture_development
libero_object_object,0,17,16370000,max_value,cosmos_consensus_guarded,False,False,same,architecture_development
libero_object_object,0,18,16380000,max_value,cosmos_consensus_guarded,False,False,same,architecture_development
libero_object_object,0,19,16390000,max_value,cosmos_consensus_guarded,False,False,same,architecture_development
libero_object_object,0,0,16200000,keystone_cluster_medoid,cosmos_consensus_guarded,False,True,rescue,architecture_development
libero_object_object,0,1,16210000,keystone_cluster_medoid,cosmos_consensus_guarded,False,False,same,architecture_development
libero_object_object,0,2,16220000,keystone_cluster_medoid,cosmos_consensus_guarded,False,True,rescue,architecture_development
libero_object_object,0,3,16230000,keystone_cluster_medoid,cosmos_consensus_guarded,False,False,same,architecture_development
libero_object_object,0,4,16240000,keystone_cluster_medoid,cosmos_consensus_guarded,False,False,same,architecture_development
libero_object_object,0,5,16250000,keystone_cluster_medoid,cosmos_consensus_guarded,False,True,rescue,architecture_development
libero_object_object,0,6,16260000,keystone_cluster_medoid,cosmos_consensus_guarded,False,False,same,architecture_development
libero_object_object,0,7,16270000,keystone_cluster_medoid,cosmos_consensus_guarded,False,False,same,architecture_development
libero_object_object,0,8,16280000,keystone_cluster_medoid,cosmos_consensus_guarded,False,False,same,architecture_development
libero_object_object,0,9,16290000,keystone_cluster_medoid,cosmos_consensus_guarded,False,False,same,architecture_development
libero_object_object,0,10,16300000,keystone_cluster_medoid,cosmos_consensus_guarded,False,False,same,architecture_development
libero_object_object,0,11,16310000,keystone_cluster_medoid,cosmos_consensus_guarded,False,False,same,architecture_development
libero_object_object,0,12,16320000,keystone_cluster_medoid,cosmos_consensus_guarded,False,True,rescue,architecture_development
libero_object_object,0,13,16330000,keystone_cluster_medoid,cosmos_consensus_guarded,True,True,same,architecture_development
libero_object_object,0,14,16340000,keystone_cluster_medoid,cosmos_consensus_guarded,False,False,same,architecture_development
libero_object_object,0,15,16350000,keystone_cluster_medoid,cosmos_consensus_guarded,False,True,rescue,architecture_development
libero_object_object,0,16,16360000,keystone_cluster_medoid,cosmos_consensus_guarded,True,False,harm,architecture_development
libero_object_object,0,17,16370000,keystone_cluster_medoid,cosmos_consensus_guarded,False,False,same,architecture_development
libero_object_object,0,18,16380000,keystone_cluster_medoid,cosmos_consensus_guarded,False,False,same,architecture_development
libero_object_object,0,19,16390000,keystone_cluster_medoid,cosmos_consensus_guarded,True,False,harm,architecture_development
