case_id,split,suite,position_level,task_id,init_state_id,rollout_id,rollout_seed,independent_group,task_description,evaluation_cohort,strategy,prefix_state_sha256,snapshot_replay_max_abs,primitive_steps,intervention_applied,counterfactual_reused,video_path,trigger_localization_object,trigger_localization_pixel_row,trigger_localization_pixel_col,trigger_localization_world_x,trigger_localization_world_y,trigger_localization_world_z,trigger_localization_peak_probability,trigger_localization_entropy,trigger_localization_score_range,trigger_passed,trigger_mode,terminal_available,terminal_success,terminal_final_t,terminal_continuation_queries,terminal_goal_progress_max,terminal_target_drop_candidate,terminal_wrong_object_interaction_candidate,terminal_official_safety_violation,terminal_failure_type,terminal_episode_failure_type,terminal_episode_failure_event_t,terminal_episode_safe_task_success,terminal_episode_safety_terminated,terminal_episode_official_safety_violation,terminal_episode_official_safety_violation_t,terminal_episode_official_safety_cost_types,terminal_episode_target_objects,terminal_episode_goal_relevant_objects,terminal_episode_target_drop_candidate,terminal_episode_target_drop_candidate_t,terminal_episode_target_drop_candidate_object,terminal_episode_successful_target_release,terminal_episode_successful_target_release_t,terminal_episode_successful_target_release_objects,terminal_episode_wrong_object_interaction_candidate,terminal_episode_wrong_object_interaction_candidate_t,terminal_episode_kinematic_deadlock_candidate,terminal_episode_episode_goal_progress_initial,terminal_episode_episode_goal_progress_max,terminal_episode_episode_time_to_first_goal_progress,terminal_episode_episode_time_to_first_target_lift,terminal_episode_episode_target_lift_max,terminal_episode_goal_predicates_json,terminal_episode_goal_predicates_satisfied_final_json,terminal_episode_episode_eef_path_length,terminal_episode_episode_eef_net_displacement,terminal_episode_episode_eef_jerk_mean,terminal_episode_episode_eef_dimensionless_jerk_proxy,terminal_utility_v1,trigger_finite_pass,trigger_confidence_pass,trigger_workspace_pass,trigger_miss_distance_pass,trigger_reach_pass,trigger_estimated_target_eef_distance_m,trigger_score_threshold,perception_localization_used,perception_regrasp_executed,perception_object,perception_pixel_row,perception_pixel_col,perception_world_x,perception_world_y,perception_world_z,perception_peak_probability,perception_entropy,perception_score_range,perception_confidence_pass,perception_guard_mode,perception_guard_passed,perception_guard_finite_pass,perception_guard_confidence_pass,perception_guard_workspace_pass,perception_guard_miss_distance_pass,perception_guard_reach_pass,perception_guard_estimated_target_eef_distance_m,perception_guard_score_threshold,perception_guard_pass
p3d_development__x0p2__task2__init43__rollout0,development,libero_object_temp,x0.2,2,43,0,53526410,x0.2|task2|init43,pick up the salad dressing and place it in the basket,novel_cell,workspace_calibrated,230e86d9853fd8f91a5f3928d509eb5c5033cb9bc923c2a5da0c7d55b34cd275,0.0,25,1,0,,salad dressing,115.0,100.0,-0.12405553408625325,-0.10617550862312855,0.07223755121231079,0.09659420549292255,0.3303461798997019,36.427547454833984,1,workspace_calibrated,True,1,205,14,1.0,0,0,0,success,success,-1,True,False,False,-1,,salad_dressing_1,salad_dressing_1,False,-1,,False,-1,,False,-1,False,0.0,1.0,205,137,0.23100346050678017,"[[""in"", ""salad_dressing_1"", ""basket_1_contain_region""]]",[1],1.5084178698817694,0.3014197754491034,6.730285430193044,88557003.06366627,3.0,True,True,True,True,True,0.11486108304950947,18.343602180480957,True,True,salad dressing,115.0,100.0,-0.12836135505630875,-0.10662344144495525,0.06980010122060776,0.09377289377620236,0.3297954411585132,36.41091346740723,True,workspace_calibrated,True,True,True,True,True,True,0.1439006708688784,18.343602180480957,True
p3d_development__x0p2__task2__init43__rollout0,development,libero_object_temp,x0.2,2,43,0,53526410,x0.2|task2|init43,pick up the salad dressing and place it in the basket,novel_cell,workspace_retreat_only,230e86d9853fd8f91a5f3928d509eb5c5033cb9bc923c2a5da0c7d55b34cd275,0.0,3,1,0,,salad dressing,115.0,100.0,-0.12405553408625325,-0.10617550862312855,0.07223755121231079,0.09659420549292255,0.3303461798997019,36.427547454833984,1,workspace_calibrated,True,1,174,13,1.0,0,0,0,success,success,-1,True,False,False,-1,,salad_dressing_1,salad_dressing_1,False,-1,,False,-1,,False,-1,False,0.0,1.0,174,108,0.2385583197023285,"[[""in"", ""salad_dressing_1"", ""basket_1_contain_region""]]",[1],1.369611833053744,0.29025634921378385,5.260712925477847,28011480.615927022,3.0,True,True,True,True,True,0.11486108304950947,18.343602180480957,True,False,salad dressing,115.0,100.0,-0.12836135505630875,-0.10662344144495525,0.06980010122060776,0.09377289377620236,0.3297954411585132,36.41091346740723,True,workspace_calibrated,True,True,True,True,True,True,0.1439006708688784,18.343602180480957,True
p3d_development__x0p2__task2__init44__rollout0,development,libero_object_temp,x0.2,2,44,0,59892424,x0.2|task2|init44,pick up the salad dressing and place it in the basket,novel_cell,baseline_h8,07ed05dfd4c85fdb4177c894265519b29495fcf8e1c858830c7c57b5e3147e97,0.0,0,0,0,,salad dressing,115.0,100.0,-0.12052883021007066,-0.10580862703887513,0.07423395663499832,0.09405459198134034,0.32988818930029373,36.41540336608887,0,baseline,True,1,169,13,1.0,0,0,0,success,success,-1,True,False,False,-1,,salad_dressing_1,salad_dressing_1,False,-1,,False,-1,,False,-1,False,0.0,1.0,169,104,0.2457222814591274,"[[""in"", ""salad_dressing_1"", ""basket_1_contain_region""]]",[1],1.295676719213711,0.29794347397751647,4.2048672820626125,8066874.82783051,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p3d_development__x0p2__task2__init44__rollout0,development,libero_object_temp,x0.2,2,44,0,59892424,x0.2|task2|init44,pick up the salad dressing and place it in the basket,novel_cell,workspace_calibrated,07ed05dfd4c85fdb4177c894265519b29495fcf8e1c858830c7c57b5e3147e97,0.0,25,1,0,,salad dressing,115.0,100.0,-0.12052883021007066,-0.10580862703887513,0.07423395663499832,0.09405459198134034,0.32988818930029373,36.41540336608887,1,workspace_calibrated,True,1,200,13,1.0,0,0,0,success,success,-1,True,False,False,-1,,salad_dressing_1,salad_dressing_1,False,-1,,False,-1,,False,-1,False,0.0,1.0,200,136,0.22622054826519467,"[[""in"", ""salad_dressing_1"", ""basket_1_contain_region""]]",[1],1.5178434943704444,0.30602519281605806,6.414866358602462,70710868.62023307,3.0,True,True,True,True,True,0.11361209928213721,18.343602180480957,True,True,salad dressing,115.0,100.0,-0.12322267797125952,-0.10608886693682547,0.07270901650190353,0.08927875393840622,0.33202616354790665,36.38086128234863,True,workspace_calibrated,True,True,True,True,True,True,0.1438519665951116,18.343602180480957,True
p3d_development__x0p2__task2__init44__rollout0,development,libero_object_temp,x0.2,2,44,0,59892424,x0.2|task2|init44,pick up the salad dressing and place it in the basket,novel_cell,workspace_retreat_only,07ed05dfd4c85fdb4177c894265519b29495fcf8e1c858830c7c57b5e3147e97,0.0,3,1,0,,salad dressing,115.0,100.0,-0.12052883021007066,-0.10580862703887513,0.07423395663499832,0.09405459198134034,0.32988818930029373,36.41540336608887,1,workspace_calibrated,True,1,172,13,1.0,0,0,0,success,success,-1,True,False,False,-1,,salad_dressing_1,salad_dressing_1,False,-1,,False,-1,,False,-1,False,0.0,1.0,172,108,0.23613630374436773,"[[""in"", ""salad_dressing_1"", ""basket_1_contain_region""]]",[1],1.368645376509488,0.2976719275717773,5.031412099433557,22244247.44870848,3.0,True,True,True,True,True,0.11361209928213721,18.343602180480957,True,False,salad dressing,115.0,100.0,-0.12322267797125952,-0.10608886693682547,0.07270901650190353,0.08927875393840622,0.33202616354790665,36.38086128234863,True,workspace_calibrated,True,True,True,True,True,True,0.1438519665951116,18.343602180480957,True
p3d_development__x0p2__task5__init40__rollout0,development,libero_object_temp,x0.2,5,40,0,56114051,x0.2|task5|init40,pick up the tomato sauce and place it in the basket,replication,baseline_h8,211568ec6db681e75d65a812233422f9eee6f162ed37d5daa71b100da48885d4,0.0,0,0,0,,tomato sauce,124.0,100.0,-0.11407193179276764,-0.10702925776388418,0.03839259594678879,0.10655485425934143,0.32350976883482524,39.00329399108887,0,baseline,True,1,268,25,1.0,0,0,0,success,success,-1,True,False,False,-1,,tomato_sauce_1,tomato_sauce_1,False,-1,,False,-1,,False,-1,False,0.0,1.0,268,173,0.18160799141281772,"[[""in"", ""tomato_sauce_1"", ""basket_1_contain_region""]]",[1],1.6599085789730803,0.2557436599252194,4.87639021979125,179279435.16111407,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p3d_development__x0p2__task5__init40__rollout0,development,libero_object_temp,x0.2,5,40,0,56114051,x0.2|task5|init40,pick up the tomato sauce and place it in the basket,replication,workspace_calibrated,211568ec6db681e75d65a812233422f9eee6f162ed37d5daa71b100da48885d4,0.0,25,1,0,,tomato sauce,124.0,100.0,-0.11407193179276764,-0.10702925776388418,0.03839259594678879,0.10655485425934143,0.32350976883482524,39.00329399108887,1,workspace_calibrated,True,1,162,9,1.0,0,0,0,success,success,-1,True,False,False,-1,,tomato_sauce_1,tomato_sauce_1,False,-1,,False,-1,,False,-1,False,0.0,1.0,162,96,0.17667621025155789,"[[""in"", ""tomato_sauce_1"", ""basket_1_contain_region""]]",[1],1.2612676253166017,0.29829199957263985,6.552282996052929,29697444.767977033,3.0,True,True,True,True,True,0.16390592670918944,14.163268327713011,True,True,tomato sauce,124.0,100.0,-0.11407193179276764,-0.10702925776388418,0.03839259594678879,0.05876163826272233,0.38152839790302373,29.30492115020752,True,workspace_calibrated,True,True,True,True,True,True,0.18220517090445768,14.163268327713011,True
p3d_development__x0p2__task5__init40__rollout0,development,libero_object_temp,x0.2,5,40,0,56114051,x0.2|task5|init40,pick up the tomato sauce and place it in the basket,replication,workspace_retreat_only,211568ec6db681e75d65a812233422f9eee6f162ed37d5daa71b100da48885d4,0.0,3,1,0,,tomato sauce,124.0,100.0,-0.11407193179276764,-0.10702925776388418,0.03839259594678879,0.10655485425934143,0.32350976883482524,39.00329399108887,1,workspace_calibrated,True,1,249,22,1.0,0,0,0,success,success,-1,True,False,False,-1,,tomato_sauce_1,tomato_sauce_1,False,-1,,False,-1,,False,-1,False,0.0,1.0,249,182,0.18308208222793912,"[[""in"", ""tomato_sauce_1"", ""basket_1_contain_region""]]",[1],1.6261477764752363,0.2971106202934168,5.1483285325516395,121380647.23031534,3.0,True,True,True,True,True,0.16390592670918944,14.163268327713011,True,False,tomato sauce,124.0,100.0,-0.11407193179276764,-0.10702925776388418,0.03839259594678879,0.05876163826272233,0.38152839790302373,29.30492115020752,True,workspace_calibrated,True,True,True,True,True,True,0.18220517090445768,14.163268327713011,True
p3d_development__x0p2__task5__init41__rollout0,development,libero_object_temp,x0.2,5,41,0,55747964,x0.2|task5|init41,pick up the tomato sauce and place it in the basket,replication,baseline_h8,92598bedb608fd16258e6e00322155d3de781d2b3e3dd8c4b3282a218b9f8ea2,0.0,0,0,0,,tomato sauce,124.0,100.0,-0.11407193179276764,-0.10702925776388418,0.03839259594678879,0.09926087770867692,0.3305843598392428,38.585726737976074,0,baseline,True,0,280,26,0.0,0,0,0,timeout_no_goal,timeout_no_goal,280,False,False,False,-1,,tomato_sauce_1,tomato_sauce_1,False,-1,,False,-1,,False,-1,False,0.0,0.0,-1,181,0.1873817009857306,"[[""in"", ""tomato_sauce_1"", ""basket_1_contain_region""]]",[0],1.6499840271811963,0.2640192293769173,4.53215226323773,200723119.03002962,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p3d_development__x0p2__task5__init41__rollout0,development,libero_object_temp,x0.2,5,41,0,55747964,x0.2|task5|init41,pick up the tomato sauce and place it in the basket,replication,workspace_calibrated,92598bedb608fd16258e6e00322155d3de781d2b3e3dd8c4b3282a218b9f8ea2,0.0,25,1,0,,tomato sauce,124.0,100.0,-0.11407193179276764,-0.10702925776388418,0.03839259594678879,0.09926087770867692,0.3305843598392428,38.585726737976074,1,workspace_calibrated,True,1,154,8,1.0,0,0,0,success,success,-1,True,False,False,-1,,tomato_sauce_1,tomato_sauce_1,False,-1,,False,-1,,False,-1,False,0.0,1.0,154,96,0.18646885173809102,"[[""in"", ""tomato_sauce_1"", ""basket_1_contain_region""]]",[1],1.2549606310038115,0.3086864500518614,6.300746456849006,20020224.669730972,3.0,True,True,True,True,True,0.16244934912690312,14.163268327713011,True,True,tomato sauce,124.0,100.0,-0.11407193179276764,-0.10702925776388418,0.03839259594678879,0.08815053032131441,0.3367747799262476,35.999884605407715,True,workspace_calibrated,True,True,True,True,True,True,0.17912903364722055,14.163268327713011,True
p3d_development__x0p2__task5__init41__rollout0,development,libero_object_temp,x0.2,5,41,0,55747964,x0.2|task5|init41,pick up the tomato sauce and place it in the basket,replication,workspace_retreat_only,92598bedb608fd16258e6e00322155d3de781d2b3e3dd8c4b3282a218b9f8ea2,0.0,3,1,0,,tomato sauce,124.0,100.0,-0.11407193179276764,-0.10702925776388418,0.03839259594678879,0.09926087770867692,0.3305843598392428,38.585726737976074,1,workspace_calibrated,True,0,280,26,0.0,0,0,0,timeout_no_goal,timeout_no_goal,280,False,False,False,-1,,tomato_sauce_1,tomato_sauce_1,False,-1,,False,-1,,False,-1,False,0.0,0.0,-1,168,0.1850888569565002,"[[""in"", ""tomato_sauce_1"", ""basket_1_contain_region""]]",[0],1.6296118391574712,0.2546959480343002,4.746092960292063,208181227.92127463,0.0,True,True,True,True,True,0.16244934912690312,14.163268327713011,True,False,tomato sauce,124.0,100.0,-0.11407193179276764,-0.10702925776388418,0.03839259594678879,0.08815053032131441,0.3367747799262476,35.999884605407715,True,workspace_calibrated,True,True,True,True,True,True,0.17912903364722055,14.163268327713011,True
p3d_development__x0p2__task5__init42__rollout0,development,libero_object_temp,x0.2,5,42,0,51680371,x0.2|task5|init42,pick up the tomato sauce and place it in the basket,replication,baseline_h8,ca08712349f21f015c0a8bc7b78eb73a081c4037832e4345d17a0fd4099c25ed,0.0,0,0,0,,tomato sauce,124.0,100.0,-0.11407193179276764,-0.10702925776388418,0.03839259594678879,0.08123825205969228,0.3507440628202414,35.049354553222656,0,baseline,True,1,276,26,1.0,0,0,0,success,success,-1,True,False,False,-1,,tomato_sauce_1,tomato_sauce_1,False,-1,,False,-1,,False,-1,False,0.0,1.0,276,169,0.18689375995144789,"[[""in"", ""tomato_sauce_1"", ""basket_1_contain_region""]]",[1],1.6523207651453062,0.23603087981679297,4.478004954694231,170500551.03628665,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
p3d_development__x0p2__task5__init42__rollout0,development,libero_object_temp,x0.2,5,42,0,51680371,x0.2|task5|init42,pick up the tomato sauce and place it in the basket,replication,workspace_calibrated,ca08712349f21f015c0a8bc7b78eb73a081c4037832e4345d17a0fd4099c25ed,0.0,25,1,0,,tomato sauce,124.0,100.0,-0.11407193179276764,-0.10702925776388418,0.03839259594678879,0.08123825205969228,0.3507440628202414,35.049354553222656,1,workspace_calibrated,True,1,156,8,1.0,0,0,0,success,success,-1,True,False,False,-1,,tomato_sauce_1,tomato_sauce_1,False,-1,,False,-1,,False,-1,False,0.0,1.0,156,96,0.18196457781893965,"[[""in"", ""tomato_sauce_1"", ""basket_1_contain_region""]]",[1],1.2379966123602157,0.2772375067497696,7.149389201713622,32384298.55059832,3.0,True,True,True,True,True,0.1826934978202361,14.163268327713011,True,True,tomato sauce,124.0,100.0,-0.11407193179276764,-0.10702925776388418,0.03839259594678879,0.03930468750277726,0.4126229049968578,23.643746376037598,True,workspace_calibrated,True,True,True,True,True,True,0.20042576017336336,14.163268327713011,True
